time,expected_pnl,is_bid,market,price,size_base,size_usd,total_cost,total_units,rolling_pnl
2026-04-04 00:00:03.045492344,0.0062850695751597435,False,MONUSDC,0.027272998063070313,516.2806071939,14.07123,-14.08052,-516.2806071939,0.0
2026-04-04 00:00:03.452185760,0.23300594958606138,False,MONUSDC,0.027262999986279332,66071.6944542621,1800.78403,-1815.393125,-66587.975061456,0.005161813156519202
2026-04-04 00:00:03.452197790,0.0006640305482444222,False,MONUSDC,0.02727499789617212,42.7787384051,1.16593,-1816.559915,-66630.75379986111,-0.7937547115741381
2026-04-04 00:00:19.904006117,0.13265164227368406,True,MONUSDC,0.027277000000000003,13885.0,378.43568,-1437.81877,-52745.75379986111,-0.9271563988115759
2026-04-04 00:00:19.904019167,0.0827711461307839,True,MONUSDC,0.027276999936396356,8663.8182920061,236.13237,-1201.495799,-44081.93550785501,-0.9271530439891649
2026-04-04 00:00:19.904037517,0.2129664299831244,True,MONUSDC,0.02727699996473729,22291.6802722464,607.55975,-593.445637,-21790.255235608605,-0.9271542933124692
2026-04-04 00:00:19.904048217,0.0827711461307839,True,MONUSDC,0.027276999936396356,8663.8182920061,236.13237,-357.12266600000004,-13126.436943602504,-0.9271536757562444
2026-04-04 00:00:20.306589186,0.07324378630549341,True,MONUSDC,0.027277,7661.0,208.95378,-148.15356900000003,-5465.4369436025045,-0.9271545106454653
2026-04-04 00:00:20.708763715,0.04712421363192132,True,MONUSDC,0.027277,4929.0,134.43847,-13.705236000000042,-536.4369436025045,-0.9271545106454724
2026-04-04 00:00:31.974057274,0.0091848534568379,True,MONUSDC,0.027277999839653132,5156.0651377212,140.63168,126.94190799999996,4619.628194118695,-0.9276908615730974
2026-04-04 00:00:31.974070194,0.007716717455332373,True,MONUSDC,0.02727799984194732,4331.909146003,118.15282,245.10772499999996,8951.537340121697,-0.9276908509747841
2026-04-04 00:00:32.354959807,0.013101361742618724,True,MONUSDC,0.027277999984531242,7355.258454204,200.61467,445.744465,16306.795794325697,-0.9276895746294826
2026-04-04 00:00:35.968448754,0.03958764951532709,True,MONUSDC,0.0272779999558221,20835.1341711435,568.27828,1014.085254,37141.9299654692,-0.9276900427836381
2026-04-04 00:00:38.771366074,-0.01776723218932637,True,MONUSDC,0.02727899999907636,7385.2887571693,201.43375,1215.548546,44527.2187226385,-0.8905465062714484
2026-04-04 00:00:39.169172924,-0.019125744770498464,True,MONUSDC,0.02727899986810021,7354.1658407571,200.58487,1416.162835,51881.3845633956,-0.8905523382752563
2026-04-04 00:00:39.554290923,-0.08041878010610536,True,MONUSDC,0.027278999977713627,30921.050063753,843.37164,2259.658159,82802.4346271486,-0.8905466513792817
2026-04-04 00:00:56.053321360,-0.2716111031646191,True,MONUSDC,0.027278999996593823,19409.429490308,529.39219,2789.127986,102211.8641174566,-0.8905450880529315
2026-04-04 00:00:56.053335050,-0.2751248359104245,True,MONUSDC,0.027278999967159625,19660.5633507702,536.24187,3325.448493,121872.4274682268,-0.8905480965772767
2026-04-04 00:00:56.053345961,-0.24247865531041815,True,MONUSDC,0.0272789999783426,17327.6365840123,472.61129,3798.129091,139200.0640522391,-0.8905467336812762
2026-04-04 00:01:12.361275938,-0.015098296242638764,False,MONUSDC,0.027216999648503187,2844.9746481978,77.41176,3720.697417,136355.0894040413,-9.520996618587105
2026-04-04 00:01:12.759294591,-0.4368159198307012,False,MONUSDC,0.027216999972758577,36708.7798802219,998.8459,2721.594556,99646.3095238194,-9.52095240471499
2026-04-04 00:01:13.929863315,-0.072765016546257,True,MONUSDC,0.027225999992135937,26188.2378684326,712.58195,3434.59552,125834.54739225199,-8.624133688118036
2026-04-04 00:01:17.404125663,0.03955448162570881,True,MONUSDC,0.02722199999598643,13085.61366,356.1904,3790.8120949999998,138920.161052252,-9.127471393162068
2026-04-04 00:01:27.035250853,0.03749595826745855,True,MONUSDC,0.02721699993865945,6518.9800271844,177.47923,3968.239174,145439.1410794364,-9.82208016229606
2026-04-04 00:01:35.086123476,-0.03518096076838672,False,MONUSDC,0.02721599989055244,9136.7841343327,248.65758,3719.5724579999996,136302.3569451037,-9.967526300017653
2026-04-04 00:01:43.327136412,0.20460240609841102,False,MONUSDC,0.02720599993509024,15405.9876130265,419.19692,3300.4371599999995,120896.3693320772,-11.330543798861527
2026-04-04 00:01:43.874382012,-1.0473357571858188e-05,True,MONUSDC,0.027195798648443164,3.2048332585,0.0872,3300.5243179999993,120899.5741653357,-12.563842317008948
2026-04-04 00:01:44.536456422,0.0017175674718891535,False,MONUSDC,0.027192999728070183,3677.4169823116,99.98897,3200.524318999999,117222.1571830241,-12.902230598224378
2026-04-04 00:01:44.536469642,6.900730045619249e-05,False,MONUSDC,0.02719299332455789,149.8024859338,4.07313,3196.450740999999,117072.3546970903,-12.902981231749436
2026-04-04 00:01:46.552106953,0.01624967473390826,False,MONUSDC,0.027188999921715175,12773.8489094854,347.25708,2849.1425639999993,104298.5057876049,-13.370498305800083
2026-04-04 00:01:46.552162193,0.0032402470157320805,False,MONUSDC,0.02718899960750294,2547.7832579351,69.26149,2779.8708859999992,101750.7225296698,-13.370531077666783
2026-04-04 00:01:48.953019893,-0.0002813886496734166,False,MONUSDC,0.02718799866719461,750.2969324702,20.39682,2759.471813999999,101000.4255971996,-13.472377477247846
2026-04-04 00:01:53.782435048,0.00278581067737808,False,MONUSDC,0.027188999775308798,4450.5502960756,120.98821,2638.465802999999,96549.875301124,-13.371265131645941
2026-04-04 00:02:04.199566790,0.013389562786446575,False,MONUSDC,0.027179999620090073,2632.2017660044,71.55641,2566.922559999999,93917.67353511961,-14.240228995704456
2026-04-04 00:02:04.199581390,0.07325688640114329,False,MONUSDC,0.02717999993055762,14400.4066225165,391.47505,2175.519508999999,79517.26691260311,-14.240199837314321
2026-04-04 00:02:04.199592830,0.018412772962383212,False,MONUSDC,0.027179999723728254,3619.6214128035,98.39941,2077.138199999999,75897.6454997996,-14.2402162838207
2026-04-04 00:02:07.019501937,0.014980632221153437,False,MONUSDC,0.027174999536526138,2157.6167065317,58.63323,2018.504966999999,73740.0287932679,-14.619718719519597
2026-04-04 00:02:07.019514927,0.059127627277160685,False,MONUSDC,0.027174999882567896,8515.5545170193,231.41019,1787.094773999999,65224.474276248606,-14.619693202390408
2026-04-04 00:02:07.417951809,0.008021509101355241,False,MONUSDC,0.02716899988257187,8515.8335971143,231.41778,1555.728091999999,56708.6406791343,-15.01104004778881
2026-04-04 00:02:07.417965509,0.0010392329987726021,False,MONUSDC,0.02716899909436874,1104.1996392947,30.00663,1525.728092999999,55604.44103983961,-15.011084745716744
2026-04-04 00:02:08.219668956,0.0011285465039421892,False,MONUSDC,0.027168998063309406,516.3442894475,14.02649,1511.699535999999,55088.096750392106,-15.011142077194563
2026-04-04 00:02:09.410236010,0.03567142151403942,False,MONUSDC,0.027167999834189216,6030.9653636631,163.83117,1347.850269999999,49057.13138672901,-15.066132619546806
2026-04-04 00:02:09.410249290,0.014164122756699937,False,MONUSDC,0.027167999582434682,2394.8292476442,65.05554,1282.787549999999,46662.30213908481,-15.066144969902098
2026-04-04 00:02:10.230239966,0.0188833771059607,False,MONUSDC,0.027162999951582247,20653.533262158,561.05323,721.7756269999991,26008.76887692681,-15.29943925532234
2026-04-04 00:02:10.634275453,0.03888366294228181,False,MONUSDC,0.02716299990499832,10526.1077200603,285.94172,435.8549639999991,15482.66115686651,-15.29944046691287
2026-04-04 00:02:10.634287863,0.013436013802110673,False,MONUSDC,0.027162999725079125,3637.4097853698,98.81024,337.0520029999991,11845.25137149671,-15.299443252540811
2026-04-04 00:02:10.634299103,0.013374033160254492,False,MONUSDC,0.027162999723805543,3620.6315208187,98.35446,238.7047899999991,8224.61985067801,-15.299443267626742
2026-04-04 00:02:11.031795858,0.10302081988216835,False,MONUSDC,0.027162999859264653,7105.5236166844,193.02155,45.697452999999086,1119.0962339936095,-15.299442153527067
2026-04-04 00:02:11.818645128,0.2817849444277009,True,MONUSDC,0.027157999999061915,66190.7456021096,1798.0716,1843.3057219999992,67309.84183610321,-15.305037478250597
2026-04-04 00:02:12.241123213,-0.13896919637833274,False,MONUSDC,0.027149999922807807,12954.6645303867,351.65437,1491.5865809999991,54355.17730571651,-15.84352134559117
2026-04-04 00:02:12.241134064,-0.031988903349890165,False,MONUSDC,0.027149999664646603,2981.9237200736,80.94432,1410.6273529999992,51373.25358564291,-15.843535377989383
2026-04-04 00:02:12.655732450,-0.022557808911848012,False,MONUSDC,0.027149999457000192,1841.620626151,49.99079,1360.6273539999993,49531.63295949191,-15.843546045461153
2026-04-04 00:02:12.655747390,-0.10430166842649839,False,MONUSDC,0.02714999988256694,8515.4885451197,231.15294,1129.4318409999992,41016.144414372204,-15.843524966445102
2026-04-04 00:02:22.943928428,0.00027748508224743006,False,MONUSDC,0.027162998165322687,545.0538968449,14.80366,1114.6265429999992,40471.09051752731,-15.31038552379664
2026-04-04 00:02:23.412419527,0.02291446466461732,True,MONUSDC,0.027157999992196934,5105.0149878428,138.65221,1253.2685399999991,45576.105505370106,-15.51266704079103
2026-04-04 00:02:23.764364963,0.018367394544453856,True,MONUSDC,0.027158,4092.0,111.13872,1364.3990759999992,49668.105505370106,-15.51266668515791
2026-04-04 00:02:24.155383225,0.002554609277046617,False,MONUSDC,0.027162999800074625,5001.8654051467,135.85066,1228.5334069999992,44666.240100223404,-15.264336087545644
2026-04-04 00:02:24.583475484,0.01471815413278526,True,MONUSDC,0.027157999999999998,3279.0,89.05764,1317.5844889999992,47945.240100223404,-15.487658358131966
2026-04-04 00:02:26.138613411,0.0025549435659768392,False,MONUSDC,0.02716299980010106,5002.5194934285,135.86843,1181.701052999999,42942.7206067949,-15.247941741833529
2026-04-04 00:02:26.549667251,0.011802872617110658,True,MONUSDC,0.027157999999999998,2630.0,71.41765,1253.126592999999,45572.7206067949,-15.46264676066312
2026-04-04 00:02:30.585177148,0.009550286320980516,True,MONUSDC,0.027157999999999998,2089.0,56.73724,1309.859654999999,47661.7206067949,-15.462646760663347
2026-04-04 00:02:30.585191548,0.0019835319274924094,False,MONUSDC,0.027162999784420785,4638.6628870154,125.98608,1183.8596559999992,43023.0577197795,-15.224348432505622
2026-04-04 00:02:33.368657735,-0.00024425798662118384,False,MONUSDC,0.02716989485919173,9.4159363268,0.25574,1183.6038259999991,43013.6417834527,-14.927701232652907
2026-04-04 00:02:33.368717505,0.35432046084852864,True,MONUSDC,0.027187,40000.0,1086.4,2271.083825999999,83013.64178345271,-14.191946833270322
2026-04-04 00:02:33.762065090,0.013025244264186699,True,MONUSDC,0.027186999806902427,1675.9031641451,45.51753,2316.646604999999,84689.54494759781,-14.191962863003027
2026-04-04 00:02:33.762124090,0.08078867216501524,True,MONUSDC,0.027187999992621146,11927.7525779025,323.95776,2640.938341999999,96617.29752550031,-14.10725758962144
2026-04-04 00:02:34.155549303,0.009318050588227721,True,MONUSDC,0.027188,1349.0,36.63884,2677.614953999999,97966.29752550031,-14.107256876696738
2026-04-04 00:02:34.155563103,0.042326555717858386,True,MONUSDC,0.027187999942600474,6127.6817475256,166.42784,2844.2143649999994,104093.9792730259,-14.107262499916033
2026-04-04 00:02:34.155575063,0.03699166283875959,True,MONUSDC,0.027187999953369804,5355.3495016081,145.45129,2989.8156069999995,109449.328774634,-14.107261378893782
2026-04-04 00:02:34.547723946,0.007480660525025634,True,MONUSDC,0.027188,1082.0,29.41417,3019.2330229999993,110531.328774634,-14.10725627524971
2026-04-04 00:02:34.547738546,0.003569031235073794,True,MONUSDC,0.027187998973586328,516.1466282838,14.03145,3033.2660169999995,111047.4754029178,-14.107369726117213
2026-04-04 00:03:01.305864838,-0.6885039783417901,True,MONUSDC,0.027186999996295386,66148.6998287805,1798.58315,4831.650718999999,177196.17523169832,-14.218303632260358
2026-04-04 00:03:01.764752426,-0.3375924941671212,True,MONUSDC,0.027181999994383848,66159.5185553514,1798.87731,6629.9987519999995,243355.69378704973,-15.104284847136114
2026-04-04 00:03:19.576061144,0.0031490968576667827,True,MONUSDC,0.02718,868.0,23.59224,6653.5909919999995,244223.69378704973,-15.590994867988229
2026-04-04 00:03:38.860909198,0.004115908281441267,True,MONUSDC,0.027185999467291624,1588.3224764994,43.17855,6696.771126,245812.01626354913,-14.125782805273047
